Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Palo Alto,Santa Clara_CA,CA,48,93,10,0,0,Cloudy,FALSE,FALSE,FALSE,night
2,Fort Lauderdale,Broward_FL,FL,73.9,68,10,3.5,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Santa Clara,Santa Clara_CA,CA,55,69,10,4.6,0,Partly Cloudy,TRUE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,46.9,30,10,10.4,0,Scattered Clouds,FALSE,FALSE,TRUE,day
3,Los Angeles,Los Angeles_CA,CA,64,80,10,4.6,0,Overcast,FALSE,FALSE,FALSE,night
3,Ontario,San Bernardino_CA,CA,70,59,10,4.6,0,Clear,FALSE,FALSE,FALSE,night
2,Bluffton,Beaufort_SC,SC,77,89,7,4.6,0,Light Rain,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,80.1,90,10,5.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Riverhead,Suffolk_NY,NY,44,53,10,20,0,Fair,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,75,41,10,15,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Huntsville,Madison_AL,AL,68,34,10,0,0,Fair,FALSE,FALSE,TRUE,day
2,Chicago,Cook_IL,IL,73,53,10,9.2,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Platteville,Weld_CO,CO,92,25,10,13,0,Fair,FALSE,FALSE,FALSE,day
2,Clayton,Johnston_NC,NC,73.4,65,10,6.9,0,Overcast,FALSE,TRUE,FALSE,day
3,Van Nuys,Los Angeles_CA,CA,70,68,10,4.6,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,48.2,87,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Austin,Travis_TX,TX,87.1,57,10,17.3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Bellevue,King_WA,WA,53.1,80,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Matthews,Mecklenburg_NC,NC,86,57,10,10.4,0,Partly Cloudy,FALSE,FALSE,TRUE,day
4,Miami,Miami-Dade_FL,FL,86,70,10,13.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Santa Rosa,Sonoma_CA,CA,79,21,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Shaver Lake,Fresno_CA,CA,48,86,3,6.9,0.02,Overcast,FALSE,FALSE,FALSE,day
2,Torrance,Los Angeles_CA,CA,62.6,77,10,6.9,0,Overcast,FALSE,FALSE,TRUE,night
2,Lodi,San Joaquin_CA,CA,57.9,72,9,4.6,0,Light Rain,FALSE,FALSE,FALSE,day
3,Latham,Albany_NY,NY,55.9,77,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,night
2,Mansfield,Richland_OH,OH,72,81,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,Anaheim,Orange_CA,CA,45,49,10,0,0,Clear,TRUE,FALSE,FALSE,night
4,Baskerville,Mecklenburg_VA,VA,67.6,74,10,13.8,0,Clear,FALSE,FALSE,FALSE,night
3,Chicago,Cook_IL,IL,34,67,10,8.1,0,Clear,FALSE,FALSE,FALSE,night
2,Atlanta,Clayton_GA,GA,73,39,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Whitestone,Queens_NY,NY,71,30,10,18,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,West Covina,Los Angeles_CA,CA,73.4,53,6,0,0,Haze,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,83,67,10,6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Saint Louis,St. Louis County_MO,MO,72,76,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Austin,Williamson_TX,TX,87,63,10,3,0,Fair,FALSE,FALSE,TRUE,day
3,Oakland,Alameda_CA,CA,63,63,10,13,0,Fair,FALSE,FALSE,FALSE,day
2,Tuscaloosa,Tuscaloosa_AL,AL,34,85,3,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Henderson,Adams_CO,CO,75,34,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Baldwin Park,Los Angeles_CA,CA,73.4,57,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Chattanooga,Hamilton_TN,TN,66.9,93,6,0,0,Clear,FALSE,FALSE,TRUE,night
2,Cleveland,Blount_AL,AL,46.4,100,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
3,Lexington,Lexington_SC,SC,78.1,87,10,4.6,0,Overcast,FALSE,FALSE,FALSE,night
2,Sterling,Loudoun_VA,VA,30.9,67,10,11.5,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
3,Atlanta,Fulton_GA,GA,80.1,74,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Milwaukee,Milwaukee_WI,WI,72,69,10,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Grants Pass,Josephine_OR,OR,50,50,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Latta,Dillon_SC,SC,79,69,10,3,0,Fair,TRUE,FALSE,FALSE,twilight
2,Los Angeles,Los Angeles_CA,CA,76,52,9,3,0,Fair,TRUE,FALSE,FALSE,day
2,Wilmington,New Castle_DE,DE,55.4,94,2.5,8.1,0.02,Light Thunderstorms and Rain,FALSE,FALSE,TRUE,day
2,Mountain Rest,Oconee_SC,SC,51,94,5,12,0,Light Rain,FALSE,FALSE,FALSE,night
2,Nassau,Rensselaer_NY,NY,56,75,10,0,0,Cloudy,FALSE,FALSE,FALSE,night
2,Houston,Harris_TX,TX,62.1,52,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Westport,Fairfield_CT,CT,90,33,10,16.1,0,Clear,FALSE,FALSE,FALSE,day
2,Canton,Wayne_MI,MI,41,41,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
3,Mechanicsville,Hanover_VA,VA,84.9,67,9,4.6,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Redwood City,San Mateo_CA,CA,55,67,10,10,0,Fair,FALSE,FALSE,FALSE,night
2,Raleigh,Wake_NC,NC,44,89,3,5,0.07,Light Rain,FALSE,FALSE,TRUE,day
2,El Paso,El Paso_TX,TX,61,17,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
4,Prescott,Yavapai_AZ,AZ,61,38,10,8.1,0,Clear,FALSE,FALSE,FALSE,night
3,Atlanta,Fulton_GA,GA,80,36,10,6,0,Fair,FALSE,FALSE,FALSE,day
3,Cumberland,Providence_RI,RI,64.9,100,10,8.1,0.09,Light Rain,FALSE,FALSE,FALSE,day
2,Ridgefield,Clark_WA,WA,24.1,96,1.2,0,0,Clear,FALSE,FALSE,FALSE,day
3,Pittsburgh,Allegheny_PA,PA,28,88,10,0,0,Clear,FALSE,FALSE,TRUE,night
3,Aurora,Arapahoe_CO,CO,65.5,19,10,16.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,82.9,44,10,20.7,0,Clear,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,68,84,7,9,0,Cloudy,FALSE,FALSE,FALSE,day
3,Bellingham,Whatcom_WA,WA,55,83,10,15,0,Clear,FALSE,FALSE,FALSE,night
3,Cerritos,Los Angeles_CA,CA,59,48,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,night
2,Plainfield,Hendricks_IN,IN,36,73,10,8.1,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Atlanta,Fulton_GA,GA,57,57,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Richmond,Richmond City_VA,VA,42.1,43,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
2,Yuba City,Sutter_CA,CA,48.9,59,10,0,0,Clear,FALSE,FALSE,TRUE,night
3,Memphis,Shelby_TN,TN,57,100,4,3.5,0.01,Light Rain,TRUE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,46,63,0.2,6.9,0,Haze,FALSE,FALSE,TRUE,day
2,Windsor,Sonoma_CA,CA,53.1,100,8,0,0,Overcast,FALSE,FALSE,FALSE,night
2,Dallas,Dallas_TX,TX,56,97,3,8,0,Cloudy,FALSE,FALSE,TRUE,day
3,Foxboro,Norfolk_MA,MA,43,93,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Lancaster,Lancaster_PA,PA,73.4,94,2.5,15,0.15,Heavy Rain,FALSE,FALSE,FALSE,day
3,Aurora,Adams_CO,CO,32,100,10,5.8,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Pleasanton,Alameda_CA,CA,43,89,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Austin,Williamson_TX,TX,93.9,44,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,57,81,10,4.6,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Vernon,Washington_FL,FL,45,65,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Brainerd,Crow Wing_MN,MN,64,90,7,10.4,0,Overcast,FALSE,FALSE,FALSE,day
3,Chicago,Cook_IL,IL,23,50,10,20.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,57.2,100,0.8,6.9,0,Overcast,FALSE,FALSE,TRUE,day
3,Fremont,Alameda_CA,CA,69.8,53,10,13.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Aurora,Kane_IL,IL,43,97,3,15,0.08,Rain,TRUE,FALSE,FALSE,day
3,Sharon,Norfolk_MA,MA,48.9,69,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
4,Atlanta,Hamilton_IN,IN,6.3,93,0.8,0,0,Mist,FALSE,FALSE,FALSE,night
3,South El Monte,Los Angeles_CA,CA,64.4,40,10,9.2,0,Clear,FALSE,FALSE,FALSE,twilight
2,Tucson,Pima_AZ,AZ,79,22,10,0,0,Fair,FALSE,TRUE,FALSE,day
3,Kansas City,Jackson_MO,MO,81,56,10,13.8,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Winnsboro,Fairfield_SC,SC,75,94,7,0,0,Cloudy,FALSE,FALSE,FALSE,day
3,Little Neck,Queens_NY,NY,41,57,10,5.8,0,Overcast,FALSE,FALSE,FALSE,night
2,Auburn,King_WA,WA,66.9,54,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Chantilly,Loudoun_VA,VA,66,73,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,San Diego,San Diego_CA,CA,77,71,10,10,0,Fair,FALSE,FALSE,FALSE,day
4,York,York_NE,NE,24.8,93,7,21.9,0,Light Snow,FALSE,FALSE,FALSE,day
3,Van Dyne,Fond du Lac_WI,WI,28,58,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
3,Antioch,Davidson_TN,TN,37,59,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,San Clemente,San Diego_CA,CA,51,92,2,7,0.18,Light Rain,FALSE,FALSE,FALSE,day
3,Tucson,Pima_AZ,AZ,79.2,11,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Saint Petersburg,Pinellas_FL,FL,91,57,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
2,Three Rivers,Saint Joseph_MI,MI,45.1,88,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Buffalo,Erie_NY,NY,18,84,9,18.4,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
3,Redwood City,San Mateo_CA,CA,50,76,10,12.7,0,Overcast,FALSE,FALSE,FALSE,night
2,Los Angeles,Los Angeles_CA,CA,66,84,10,0,0,Overcast,FALSE,FALSE,FALSE,twilight
4,Lyons,Larimer_CO,CO,58,63,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
3,West Point,Calaveras_CA,CA,64.4,32,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Richmond,Wayne_IN,IN,36,100,1,12,0,Fog,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,75.9,48,10,11.5,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Madison,Davidson_TN,TN,75,82,10,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,49.5,92,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Leeds,Washington_UT,UT,93.9,7,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,81,18,10,3,0,Partly Cloudy,FALSE,FALSE,TRUE,night
4,Midland,Midland_MI,MI,27.3,61,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Phoenix,Maricopa_AZ,AZ,82.9,7,10,0,0,Clear,FALSE,FALSE,TRUE,twilight
3,Paramount,Los Angeles_CA,CA,71,73,10,8,0,Fair,FALSE,FALSE,FALSE,twilight
2,Portland,Multnomah_OR,OR,77,52,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Sumter,Sumter_SC,SC,88,55,7,3,0,Fair,FALSE,FALSE,FALSE,day
2,Harrisburg,Dauphin_PA,PA,70,49,10,11.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,66.2,88,9,6.9,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Savannah,Chatham_GA,GA,87,51,10,13,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Marysville,Union_OH,OH,71.6,43,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Zion,Lake_IL,IL,43,89,6,6,0.01,Light Rain,FALSE,FALSE,FALSE,night
2,Red Bluff,Tehama_CA,CA,45,65,10,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Gold Hill,Jackson_OR,OR,35,96,9,5,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Columbus,Franklin_OH,OH,36,70,10,20.7,0,Overcast,FALSE,FALSE,TRUE,day
2,Plainfield,Hendricks_IN,IN,25,88,10,6.9,0,Partly Cloudy,FALSE,FALSE,TRUE,twilight
2,Quarryville,Lancaster_PA,PA,28.4,80,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
2,Webster,Worcester_MA,MA,60,78,10,12,0,Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,89.6,36,10,11.5,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Avon,Hendricks_IN,IN,82.9,31,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Milwaukee,Milwaukee_WI,WI,62.6,77,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Walnut Creek,Contra Costa_CA,CA,91.9,21,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Oakland,Douglas_OR,OR,51,68,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Los Angeles,Los Angeles_CA,CA,66.9,70,10,0,0,Overcast,FALSE,FALSE,FALSE,day
3,Oak Park,Oakland_MI,MI,73.9,90,10,10.4,0,Light Rain,FALSE,FALSE,TRUE,twilight
3,Gardena,Los Angeles_CA,CA,71,61,10,8,0,Fair,FALSE,FALSE,FALSE,day
2,Lynchburg,Campbell_VA,VA,63,40,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
3,Little Neck,Queens_NY,NY,45,60,10,18.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Ladera Ranch,Orange_CA,CA,80.1,60,10,12.7,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Franklin,Williamson_TN,TN,63,30,10,13.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Fort Mill,York_SC,SC,79,69,10,4.6,0,Clear,FALSE,FALSE,TRUE,twilight
2,Early Branch,Hampton_SC,SC,77,94,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Omaha,Douglas_NE,NE,72,70,10,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
4,Dallas,Dallas_TX,TX,85.1,57,10,9.2,0,Clear,FALSE,FALSE,FALSE,night
2,Easley,Pickens_SC,SC,62.6,32,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
2,Lafayette,Lafayette_LA,LA,57,30,10,12.7,0,Clear,FALSE,FALSE,TRUE,day
2,Framingham,Middlesex_MA,MA,68,83,10,11.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,82,39,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Greenville,Greenville_SC,SC,33.1,37,10,0,0,Overcast,FALSE,FALSE,TRUE,day
2,Raleigh,Wake_NC,NC,64,87,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Boynton Beach,Palm Beach_FL,FL,77,89,7,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Norristown,Montgomery_PA,PA,64.4,88,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,75.2,73,9,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Portland,Multnomah_OR,OR,64,43,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Ogden,Weber_UT,UT,59,64,10,7,0,Thunder,FALSE,FALSE,FALSE,night
2,Santa Fe Springs,Los Angeles_CA,CA,59,51,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
3,Kansas City,Jackson_MO,MO,26.1,58,10,15,0,Overcast,FALSE,FALSE,FALSE,twilight
3,East Rutherford,Bergen_NJ,NJ,45,82,7,3.5,0,Overcast,TRUE,FALSE,FALSE,day
4,Washington,District of Columbia_DC,DC,90,45,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Oroville,Butte_CA,CA,57.9,70,10,6.9,0,Clear,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,75.2,69,8,13.8,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Lisle,Dupage_IL,IL,27,81,8,9.2,0,Overcast,FALSE,FALSE,TRUE,twilight
3,Ferndale,Whatcom_WA,WA,43,93,10,11.5,0,Overcast,FALSE,FALSE,FALSE,night
2,Avondale,Maricopa_AZ,AZ,62.6,22,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Bronx,Bronx_NY,NY,67,68,10,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Lexington,Lexington_SC,SC,62.1,100,0.5,4.6,0,Fog,FALSE,FALSE,FALSE,twilight
2,Austin,Travis_TX,TX,69.1,90,2,4.6,0,Overcast,FALSE,FALSE,TRUE,day
2,Alva,Lee_FL,FL,71,90,10,3,0,Fair,FALSE,FALSE,FALSE,twilight
3,Oakland Gardens,Queens_NY,NY,50,35,10,12.7,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,71.6,33,10,19.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Omaha,Douglas_NE,NE,21.2,87,7,9.2,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Medford,Suffolk_NY,NY,32,61,10,8.1,0,Overcast,TRUE,FALSE,FALSE,day
3,Dallas,Dallas_TX,TX,71.1,24,10,0,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
4,Tampa,Hillsborough_FL,FL,87.8,70,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,46,87,10,3,0,Fair,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,64.9,65,4,0,0,Haze,TRUE,FALSE,FALSE,day
3,West Sacramento,Yolo_CA,CA,82,45,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Galt,San Joaquin_CA,CA,89.1,34,7,6.9,0,Clear,TRUE,FALSE,FALSE,day
2,Miami,Miami-Dade_FL,FL,84.9,44,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,South Amboy,Middlesex_NJ,NJ,71.8,77,10,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Miramar,Broward_FL,FL,73,49,10,16.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Alexandria,Alexandria_VA,VA,91,53,10,10.4,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Raleigh,Wake_NC,NC,86,59,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Provo,Utah_UT,UT,48.9,59,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
3,Orangeburg,Orangeburg_SC,SC,89,36,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Dillon,Summit_CO,CO,32,87,10,0,0,Overcast,FALSE,FALSE,FALSE,day
3,Urbandale,Polk_IA,IA,70,84,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,87.1,69,10,5.8,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,San Diego,San Diego_CA,CA,72,53,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,New Brunswick,Middlesex_NJ,NJ,37.8,55,10,12.7,0,Overcast,FALSE,FALSE,TRUE,night
3,Lawndale,Los Angeles_CA,CA,68,68,10,0,0,Clear,FALSE,FALSE,FALSE,night
3,Cambridge,Story_IA,IA,36,100,3,3.5,0.01,Light Rain,FALSE,FALSE,FALSE,twilight
2,Pensacola,Escambia_FL,FL,85,85,8,6,0,Cloudy,FALSE,FALSE,TRUE,day
3,Suffern,Rockland_NY,NY,35.1,52,10,11.5,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Omaha,Douglas_NE,NE,16.3,61,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Escondido,San Diego_CA,CA,53.1,40,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Gurnee,Lake_IL,IL,16,52,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
3,Austin,Travis_TX,TX,73,79,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
2,Antioch,Contra Costa_CA,CA,55,77,10,0,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Los Angeles,Los Angeles_CA,CA,63,54,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Sandston,Henrico_VA,VA,66.9,87,10,9.2,0,Overcast,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,46,100,0.2,0,0,Fog,FALSE,FALSE,TRUE,day
2,Richmond,Richmond City_VA,VA,54,22,10,17.3,0,Mostly Cloudy,FALSE,FALSE,TRUE,night
3,Woodbridge,Prince William_VA,VA,64.4,100,3,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,San Francisco,San Francisco_CA,CA,64,37,10,22,0,Fair / Windy,TRUE,FALSE,FALSE,night
2,New Canaan,Fairfield_CT,CT,70,93,1,5.8,0,Mist,TRUE,FALSE,FALSE,day
2,National City,San Diego_CA,CA,64.9,58,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,84,56,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Lindenhurst,Suffolk_NY,NY,36,44,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Fallbrook,San Diego_CA,CA,66.9,87,7,0,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Dallas,Dallas_TX,TX,95,44,10,19.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Omaha,Douglas_NE,NE,74.8,82,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Long Beach,Los Angeles_CA,CA,60.1,83,10,3.5,0,Overcast,FALSE,FALSE,TRUE,twilight
2,Waltham,Middlesex_MA,MA,64,80,10,8.1,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Litchfield Park,Maricopa_AZ,AZ,98,28,10,0,0,Fair,FALSE,FALSE,TRUE,day
2,Matthews,Mecklenburg_NC,NC,55.9,30,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Chualar,Monterey_CA,CA,66.9,59,10,15,0,Clear,FALSE,FALSE,FALSE,day
2,Ooltewah,Hamilton_TN,TN,55,96,1.2,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Bountiful,Davis_UT,UT,91,7,10,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,63,50,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
4,Jacksonville,Duval_FL,FL,69.1,96,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Penfield,Monroe_NY,NY,71.1,100,1.5,10.4,0.07,Rain,FALSE,FALSE,FALSE,day
3,Tustin,Orange_CA,CA,61,90,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Rock Island,Douglas_WA,WA,25,88,10,9.2,0,Clear,FALSE,FALSE,FALSE,twilight
2,West Palm Beach,Palm Beach_FL,FL,79,90,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Louisville,Jefferson_KY,KY,68,50,10,8,0,Cloudy,FALSE,FALSE,FALSE,day
3,Stewartville,Olmsted_MN,MN,19,96,8,8.1,0,Overcast,FALSE,FALSE,FALSE,day
3,Saint Louis,St. Louis County_MO,MO,79,72,10,5,0.03,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Purcellville,Loudoun_VA,VA,32,100,3,5.8,0.01,Overcast,FALSE,FALSE,TRUE,twilight
3,Longmont,Weld_CO,CO,51.8,94,4,0,0.02,Light Rain,FALSE,FALSE,FALSE,twilight
2,Westlake Village,Ventura_CA,CA,73,64,10,13.8,0,Haze,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,45,90,1.5,11.5,0.06,Light Rain,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,35.1,100,0.2,10.4,0,Fog,FALSE,FALSE,FALSE,twilight
3,Anderson,Anderson_SC,SC,73,81,10,8,0,Fair,FALSE,FALSE,FALSE,day
3,Wildwood,Sumter_FL,FL,79,82,10,3,0,Fair,FALSE,FALSE,FALSE,night
3,Miamisburg,Montgomery_OH,OH,71.1,63,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,East Greenwich,Kent_RI,RI,32,92,3,5.8,0.01,Light Rain,FALSE,FALSE,FALSE,day
2,Cincinnati,Hamilton_OH,OH,90,50,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Seattle,King_WA,WA,46.9,37,10,8.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,New Holland,Lancaster_PA,PA,69.1,75,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Oakland,Douglas_OR,OR,45,97,9,0,0,Cloudy,TRUE,FALSE,FALSE,night
2,Columbia,Richland_SC,SC,54,80,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
3,Hickory,Burke_NC,NC,46.9,80,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
3,Circle Pines,Anoka_MN,MN,77,89,10,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Oshkosh,Winnebago_WI,WI,18,84,10,9.2,0,Overcast,TRUE,FALSE,FALSE,day
2,Baton Rouge,East Baton Rouge_LA,LA,77,88,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
3,Pittsburgh,Allegheny_PA,PA,35.1,57,10,12.7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Jefferson,Frederick_MD,MD,69.8,78,5,0,0,Overcast,FALSE,FALSE,FALSE,day
